Street Name,From Street Name,To Street Name,PCI,Surface Distress Index,Roughness Index,Condition Rating
SHORELAND DR,SOUTH END,TELL RD,42.0,30.1,70.05094479,Poor
WARFIELD ST,RICE ST,CARR ST,57.0,57.735,60.14906501,Fair
MONROE DR,WESTMINSTER DR,YORKSHIRE RD,42.0,37.525,57.5914057,Poor
NORTH HIGHLAND AVE,SAINT LOUIS PL,GREENWOOD AVE,64.0,82.0,80.51343736,Very Good
GASTON ST,SOUTH END,MONTREAT AVE,65.0,75.4,54.951,Good
JAMES P BRAWLEY DR,THURMOND ST,THURMOND ST,44.0,43.7,46.23970479,Poor
DONNELLY AVE,OGLETHORPE AVE,BERNICE ST,49.0,57.54,65.37248442,Fair
PEYTON WOODS TRL,PEYTON WOODS CT,CATIVO DR,67.0,75.98,70.06384484,Good
BEECHER CIR,BEECHER RD,BEECHER RD,40.0,59.815,59.15343785,Fair
CAREY DR,SARGENT PL,BROWNS MILL RD,47.0,26.3,64.60074543,Poor
MONTREAT PL,MONTREAT AVE,LAWRENCE ST,50.0,58.125,61.95319837,Fair
MCLENDON AVE,LEONARDO AVE,CONNECTICUT AVE,55.0,37.4,57.52491409,Poor
BISBEE AVE,MURRAY ST,CROGMAN ST,54.0,57.085,57.62078044,Fair
BURROUGHS AVE,CAREY DR,HARPER RD,48.0,11.15,50.73382113,Very Poor
COLLIER RD NW,SEABOARD PL NW,COLLIER HILLS DR NW,52.0,48.4,46.29919729,Marginal
THIRKELD AVE,BENJAMIN WELDON BICKERS DR,MURRAY ST,37.0,38.955,38.52889092,Poor
BLAKE AVE,FLAT SHOALS AVE,BRAEBURN DR,57.0,75.7,55.37775,Good
MAID LN,SUMTER ST,LA DAWN LN,47.0,71.3,57.5914057,Good
LINE RD,BRANCH DR,WILSON MILL RD,67.0,83.3,84.64870207,Very Good
DEFOOR CIR,CHATTAHOOCHEE AVE,TAYLOR ST,57.0,77.5,81.21492747,Very Good
WHITEFOORD AVE,LESLIE ST,MERIDIAN ST,50.0,53.57,55.23746303,Marginal
MADRONA ST,MARKTREY PL,MARKTWO PL,50.0,48.415,46.49538774,Marginal
ALBANY DR,POLLARD DR,DOWNS DR,56.0,66.055,43.07107946,Fair
BROOKWOOD DR,KENLOCK PL,EAST WESLEY RD,62.0,97.1,88.27595,Excellent
PIEDMONT AVE NE,PIEDMONT AVE NE,RENAISSANCE PKWY NE,49.0,78.64,76.19389184,Very Good
JOSEPH E LOWERY BLVD,WHITE ST,BEECHER ST,39.0,96.6,87.6302,Excellent
HOSEA L WILLIAMS DR,ANNISTON AVE,HARDEE ST,47.0,68.07,58.93803011,Good
CANDLER PARK DR,MCLENDON AVE,MILLER AVE,67.0,56.425,63.91387778,Fair
FOWLER ST,6TH ST,8TH ST,45.0,85.2,69.4816532,Very Good
LYNN DR,LYNHURST DR,LYNN CIR,52.0,66.9,85.17694049,Good
KIPLING ST,THOMASVILLE DR,TURNER RD,62.0,74.7,75.90362264,Very Good
ALTA AVE,DEGRESS AVE,EUCLID AVE,51.0,67.175,76.35575659,Good
CLUB VALLEY DR,ANGELO DR,CLUB TER,44.0,40.7,57.07068998,Marginal
MAYSON ST,SW END,PLASTER AVE,56.0,28.625,45.39314223,Poor
JOHN WESLEY DOBBS AVE,COURTLAND ST,PIEDMONT AVE,50.0,39.745,49.76289856,Poor
BROWN AVE,CROGMAN ST,LANSING ST,55.0,53.69,45.85264947,Marginal
MONROE DR,ELMWOOD DR,PARK DR,39.0,41.32,67.75789303,Marginal
JOSEPH E BOONE BLVD,LANIER ST,WEST LAKE DR,65.0,63.52,54.41965122,Fair
NARRON CT SW,NARRON DR SW,DEAD END,51.0,43.985,53.44157182,Marginal
ARGONNE WAY,ARLINGTON AVE,SE END,43.0,58.775,30.1166165,Marginal
PIEDMONT AVE,ARMSTRONG ST,EDGEWOOD AVE,58.0,53.035,38.74872014,Marginal
NEPTUNE PL,FAIRBURN RD,MERCURY DR,58.0,58.9,60.69023086,Fair
FAIR ST,WALKER ST,BRADBERRY ST,40.0,47.335,65.24706683,Marginal
MELDRUM ST,SUNSET AVE,ELM ST,50.0,68.7,67.16785989,Good
ARGONNE AVE,NORTH AVE,PONCE DE LEON AVE,50.0,68.91,54.43395738,Fair
NORTH AVE,EUCLID AVE,OAKDALE RD,65.0,54.0,37.81077858,Marginal
CENTENNIAL OLYMPIC PARK DR,WALTON ST,NASSAU ST,59.0,86.27,67.5411775,Very Good
ADAIR AVE,DE LEON ST,BARNETT ST,66.0,90.4,74.73202852,Excellent
MILLS ST,FOWLER ST,LOVEJOY ST,42.0,57.735,32.12871752,Marginal
TRIBBLE LN,HERMER CIR,LINKWOOD RD,64.0,67.595,69.02940739,Good
HABERSHAL DR NW,JOHNSON RD NW,PERRY BLVD NW,67.0,67.095,54.86788211,Fair
DALVIGNEY ST,GRIFFIN ST,ECHO ST,65.0,77.6,67.84345622,Good
PIEDMONT AVE,11TH ST,12TH ST,49.0,70.59,66.50244048,Good
SUNBURY PL NW,CHANNING DR,DEAD END,63.0,60.29,56.72143547,Fair
MERRITTS AVE,LUCKIE ST,MCAFEE ST,59.0,53.33,54.1254675,Marginal
WILLIAMS ST,12TH ST,14TH ST,61.0,69.68,64.16699063,Good
WADLEY ST,VERBENA ST,PENELOPE ST,41.0,49.77,60.52411181,Marginal
HUTCHENS RD,KING SMITH RD,DONNEBROOK LN,55.0,52.905,61.92116793,Fair
HANOVER WEST DR,HANOVER WEST LN,HANOVER WEST CT,63.0,75.82,75.18437446,Very Good
CLOVIS CT,CROSBY DR,BOLTON RD,65.0,77.1,57.81133461,Good
PRESTON LN,TERRACE VIEW CIR,CENTER POINTE CIR,44.0,87.8,68.839,Very Good
BENNETT ST,BRATTON ST,TULA ST,42.0,68.5,65.50107768,Good
EAST LAKE DR,KNOX ST,PHARR RD,52.0,25.5,69.43585966,Poor
PRYOR RD,MOURY AVE,MANFORD RD,63.0,54.3,19.40195287,Poor
MAIN ST,GEORGE ST,WEST MAIN ST,66.0,66.7,56.46144696,Fair
DAHLIA AVE NW,VERBENA ST NW,CARVER DR NW,42.0,33.71,63.90226123,Poor
KINGS GRANT DR,PEEK RD,ELEANOR TER,65.0,52.36,66.1532961,Fair
GATEWOOD RD NE,CLIFTON RD NE,GATEWOOD RD,40.0,90.0,70.5,Very Good
BREWER BLVD,BREWER BLVD,BELFAST ST,39.0,49.07,50.06533291,Marginal
DECATUR ST SE,PRATT ST,I-75-85,52.0,42.585,40.24124778,Poor
SIMS ST,UNIVERSITY AVE,DUNBAR ST,47.0,46.035,50.64501242,Marginal
PIEDMONT AVE,11TH ST,12TH ST,49.0,70.59,66.50244048,Good
COOLEDGE AVE,MONROE DR,PARK DR,,69.3,46.05144204,Fair
ATHENS AVE,CLAIRE DR,DECKNER AVE,55.0,55.785,61.14226666,Fair
HIGH FALLS CT,SE END,CASCADE FALLS DR,65.0,69.68,66.40419323,Good
PARK RD,MCDONOUGH BLVD,NORTH END,39.0,31.675,56.16785626,Poor
CHATTAHOOCHEE AVE,COLLIER RD,LOGAN CIR,65.0,88.1,83.82605598,Excellent
UNIVERSITY PL,VINE ST,WALNUT ST,37.0,45.625,53.64634751,Marginal
PIEDMONT WAY NE,MONTGOMERY FERRY RD NE,ALLEN RD,38.0,69.9,51.77517958,Fair
FORREST PARK RD,REBEL FOREST DR,MCWILLIAMS RD,57.0,57.725,60.81925155,Fair
RIVERMEADE DR,RIVERMEADE DR,RIVERMEADE DR,37.0,47.1,52.37877445,Marginal
WHITEWATER CREEK RD,RIVER RILL CT,SENTINEL POST RD,46.0,41.1,70.02193703,Marginal
MURIEL AVE,HARDENDORF AVE,HAROLD AVE,66.0,57.28,42.33087061,Marginal
MATHIESON DR,WEST SHADOWLAWN AVE,BUCKHEAD FOREST MEWS,37.0,51.83,47.0599989,Marginal
COMMODORE DR,TWILLEY RD,AYRSHIRE CIR,48.0,48.23,54.60968396,Marginal
13TH ST NE,PEACHTREE ST NE,PEACHTREE WALK NE,51.0,55.775,65.30263828,Fair
PEACHTREE ST,LINDEN AVE,NORTH AVE,39.0,84.4,65.796,Very Good
EISENHOWER CIR,EISENHOWER RD,ROOSEVELT DR,66.0,66.705,69.00378348,Good
RUBY H HARPER BLVD SE,SE END,ARCHCREST DR,62.0,70.6,57.87968887,Good
EISENHOWER CIR,ROOSEVELT DR,FILLMORE RD,65.0,39.105,56.7023463,Poor
ONTARIO AVE,ONTARIO AVE,WEST ONTARIO AVE,48.0,73.57,52.2503775,Good
SOUTH BEND AVE,JONESBORO RD,CHARLESTON AVE,51.0,71.5,48.99375,Fair
16TH ST,BARNES ST,FOWLER ST,63.0,87.8,69.16961547,Very Good
CARNEGIE WAY,FORSYTH ST,FAIRLIE ST,49.0,49.975,29.85980098,Poor
OAKDALE RD,MILLER AVE,MARION ST,67.0,72.41,53.82971754,Good
MARIETTA BLVD,THOMAS ST,CARROLL DR,52.0,65.2,67.23225734,Good
LUCILE AVE,HOPKINS ST,ATWOOD ST,67.0,67.0,54.82865203,Fair
NORTH AVE,ELM ST,TRAVIS ST,41.0,51.47,57.1633848,Marginal
WILLIAMS ST,BAKER ST,SIMPSON ST,59.0,43.585,35.6793894,Poor
WILLIAMS ST,BAKER ST,SIMPSON ST,59.0,43.585,35.6793894,Poor
CLIFTON ST,NEWTON AVE,MAY AVE,51.0,60.845,57.4858603,Fair
NORTH AVE,RALPH MCGILL BLVD,CLEBURNE TER,45.0,54.0,60.02293875,Fair
PIEDMONT AVE,THE PRADO,WESTMINSTER DR,38.0,42.185,62.54292342,Marginal
PIEDMONT AVE,THE PRADO,WESTMINSTER DR,38.0,42.185,62.54292342,Marginal
GARDNER ST,MCDANIEL ST,SMITH ST,43.0,48.715,53.9625618,Marginal
IVERSON ST,CANDLER ST,STERLING ST,56.0,35.335,42.53834095,Poor
PRAIRIE VIEW PL,SOUTH END,PRAIRIE VIEW DR,47.0,69.895,66.22837657,Good
DUPONT COMMONS LN,MARIETTA RD,DUPONT COMMONS CIR,63.0,71.64,70.94221381,Good
PIEDMONT AVE,3RD ST,4TH ST,59.0,27.7,31.69451308,Very Poor
DELLWOOD DR,GOLF VIEW RD,SOUTH COLONIAL HOMES CIR,55.0,91.2,74.1248,Excellent
CRUMLEY ST,COOPER ST,FORMWALT ST,60.0,62.805,69.58628706,Good
IRWIN ST,BLVD,GRAPE ST,38.0,68.005,68.81522331,Good
ANGIER SPRINGS RD,SW END,SOMERSET TER,52.0,71.0,48.175,Fair
MELDON AVE,LANSING ST,JONESBORO RD,58.0,79.5,63.16767114,Good
KIRKWOOD AVE,STOVALL ST,WEATHERBY ST,49.0,45.775,59.21401385,Marginal
SCIPLE TER,THURMOND ST,JOSEPH E BOONE BLVD,37.0,40.865,51.5478113,Poor
3RD ST,SAINT JOSEPH AVE,SAINT JAMES AVE,50.0,73.1,71.5485699,Good
ANGIER AVE,ANGIER PL,ARNOLD ST,64.0,64.495,54.63366067,Fair
BENJAMIN WELDON BICKERS DR,MELDON AVE,PARK AVE,59.0,88.0,69.0,Very Good
GAMMON ST,MARCY ST,JONESBORO RD,60.0,53.275,46.2609405,Marginal
LUCKIE ST,HUNNICUTT ST,PINE ST,60.0,63.22,66.77301648,Fair
MERRITTS AVE NE,DEAD END,FELTON DR NE,66.0,88.4,89.24824826,Excellent
11TH ST,BRADY AVE,HOWELL MILL RD,41.0,67.485,58.84606644,Fair
WILLIAMS ST,10TH ST,12TH ST,56.0,59.685,76.53874759,Good
WARFIELD ST,CARR ST,TILDEN ST,42.0,60.4,55.40358866,Fair
HIRSCH ST,10TH ST,LYNCH AVE,64.0,82.3,63.62775,Very Good
BASS ST,REED ST,REED ST,51.0,57.92,67.6863879,Fair
GRANT ST SE,DECATUR ST SE,BIGGERS ST,64.0,82.27,93.76930943,Excellent
WEST WIEUCA RD,POWERS FERRY RD,POOL RD,44.0,40.97,62.19767252,Marginal
ALLEN RD NE,WHITE OAK HOLW NE,DEAD END,63.0,60.9,58.15007678,Fair
ANTONE ST,FORREST ST,BERKELEY AVE,59.0,52.9,60.28974044,Fair
HOWELL MILL RD,MOORES MILL RD,RILMAN RD,54.0,74.72,55.8624376,Good
EMBRY WAY,SOUTH END,ALYSON CT,50.0,49.61,38.47783329,Marginal
LYNDALE DR,MORELAND AVE,EAST END,47.0,29.825,63.25654646,Poor
COURTLAND ST,JOHN WESLEY DOBBS AVE,ELLIS ST,37.0,58.07,37.0502994,Marginal
KALB ST,KALB ST,EAST END,48.0,69.82,70.41835226,Good
HILL ST,BASS ST,PAVILLION ST,64.0,79.12,59.92464,Good
ANDERSON AVE,VERBENA ST,CALLOWAY DR,42.0,78.2,58.759,Good
GERTRUDE PL,DONALD LEE HOLLOWELL PKWY,HORTENSE WAY,55.0,64.27,35.9381775,Marginal
ALEX WAY,TARRAGON WAY,WAITS DR,37.0,84.2,65.599,Very Good
TROY ST,MOBILE ST,STAFFORD ST,49.0,59.165,58.14715562,Fair
LAKEVIEW AVE,RIDGEDALE RD,1ST AVE,56.0,79.0,62.97066729,Good
CHARLES PL,COLQUITT PL,MARGARET PL,47.0,58.45,56.73289398,Fair
HANDLEY AVE,FERRIS ST,SHIRLEY ST,38.0,87.0,68.175,Very Good
RUTH ST,NORTH ST,JONES AVE,67.0,64.43,58.1338993,Fair
GLENWOOD AVE SE,HAMPTON AVE SE,SUMMIT DR SE,66.0,46.1,45.88065507,Marginal
ROCKWELL ST,COLEMAN ST,SIMS ST,52.0,62.45,77.92204747,Good
ARGONNE AVE,7TH ST,7TH ST,58.0,80.5,61.59375,Good
PEACHTREE CIR,15TH ST,LAFAYETTE DR,38.0,41.335,42.20074249,Poor
WEST PINE VALLEY RD,WEST PINE VALLEY RD,ARDEN RD,44.0,60.855,53.51688205,Fair
COLLIER DR,SIMON TER,CHILTON DR,43.0,72.2,87.24161122,Very Good
MAPLE ST,MARTIN LUTHER KING JR DR,MAPLE ST,40.0,59.0,42.32074622,Marginal
SCHELL RD,WEST END,MEADOR AVE,47.0,38.03,72.1961914,Marginal
ATWOOD ST,SOUTH END,RALPH DAVID ABERNATHY BLVD,60.0,76.87,75.70300084,Very Good
HEMPHILL AVE,ROSALYN ST,CURRAN ST,60.0,68.63,86.65554826,Good
CONLEY RD,CONLEY RD,COLONY SQ APTS,52.0,58.32,66.9589684,Fair
WHITE ST,WHITE ST,HOPKINS ST,55.0,90.9,73.02395,Excellent
MELLVIEW AVE,MANFORD RD,MANFORD RD,63.0,69.89,84.74779213,Good
BURNS DR,MELROSE DR,SYLVAN RD,62.0,62.74,78.14045692,Good
STATE ST,PEACHTREE PL,10TH ST,59.0,86.0,67.3,Very Good
GRAND AVE,3RD ST,4TH ST,62.0,64.495,54.36486508,Fair
4TH ST,PIEDMONT AVE,MYRTLE ST,54.0,55.385,68.16342001,Fair
IVY CHASE NE,IVY CHASE NE,DEAD END,60.0,38.345,51.63851697,Poor
WALLACE AVE,CREEK VALLEY CT,NISKEY LAKE RD,50.0,45.04,60.34263984,Marginal
BERNINA AVE,NORTH HIGHLAND AVE,NORTH HIGHLAND AVE,67.0,82.045,63.34944937,Very Good
FLETCHER ST,METROPOLITAN PKWY,HOBSON ST,58.0,49.01,50.58929236,Marginal
MARIETTA RD,CARROLL DR,ZADIE ST,65.0,59.555,34.34409101,Marginal
LENOX CIR,LENOX RD,EAST END,48.0,68.005,55.43337366,Fair
CLUB DR,STOVALL BLVD,PEACHTREE RD,63.0,68.1,71.66543144,Good
CLAY ST,HOSEA L WILLIAMS DR,WOODBINE AVE,67.0,3.465,68.31893523,Very Poor
NEW JERSEY AVE,CHICAGO AVE,YONKERS AVE,38.0,36.4,61.94211365,Poor
MOUNT PARAN RD,WEST CONWAY DR,RANDALL CT,59.0,93.8,82.1198,Excellent
NORTH AVE,JULIA ST,MORELAND AVE,43.0,44.26,37.3400658,Poor
MARIETTA ST NW,FAIRLIE ST NW,CONE ST NW,56.0,5.385,18.54904406,Very Poor
BREWER BLVD,LISBON DR,LISBON DR,58.0,61.96,77.10886172,Good
CONFEDERATE AVE,AVONDALE AVE,LESTER AVE,50.0,34.535,63.26203007,Poor
GREENWOOD AVE,BONAVENTURE AVE,BARNETT ST,60.0,52.13,49.31161745,Marginal
EUCLID AVE,GOLDSBORO RD,NORTH AVE,64.0,80.7,66.45752189,Very Good
9TH ST NW,MCMILLAN ST,CURRAN ST,58.0,66.735,40.68299437,Fair
MOUNT GILEAD PL,PINE MEADOWS LN,MOUNT GILEAD RD,59.0,51.67,82.224144,Fair
JOSEPH E LOWERY BLVD,PARSONS ST,PARSONS ST,44.0,49.015,55.97210398,Marginal
STRATFORD RD NE,STOVALL BLVD NE,STOVALL BLVD,47.0,50.33,49.97205645,Marginal
GRESHAM AVE,ORMEWOOD AVE,PICKENS ST,52.0,70.8,47.844,Fair
GLENWOOD DR,RIDGELAND WAY,TERRACE DR,38.0,68.2,56.75582225,Fair
SWALLOW CIR,SWALLOW CIR,SWALLOW CIR,66.0,76.045,55.86294937,Good
NELSON ST,HAYNES ST NW,WALKER ST,67.0,56.955,58.04058444,Fair
MYRTLE ST,NORTH AVE,PONCE DE LEON AVE,59.0,50.15,89.12937745,Fair
STEPHENS ST,BENDER ST,HUMPHRIES ST,58.0,46.615,48.47497289,Marginal
WASHINGTON HEIGHTS TER,WESTMOOR DR,MARIE AVE,59.0,75.35,54.8794375,Good
MEADOWRIDGE DR,SHERBROOKE WAY,THORNBERRY LN,59.0,63.8,65.51818441,Fair
CHAPPELL RD,BERNARD ST,EZRA CHURCH DR,48.0,18.01,49.40754607,Very Poor
RIVEROAK CT SW,RIVERCHESS DR SW,DEAD END,48.0,78.5,59.14375,Good
BREVARD AVE,OLD HAPEVILLE RD,MACON DR,38.0,43.135,44.69335846,Poor
JOSEPH E LOWERY BLVD,BEDFORD ST,JEFFERSON ST,57.0,22.105,42.23144112,Very Poor
11TH ST,DICKSON PL,PIEDMONT AVE,39.0,38.735,70.3811948,Marginal
VOLBERG ST,HARPER ST,MANTISSA ST,43.0,89.2,69.924,Very Good
MITCHELL ST,PRYOR ST,CENTRAL AVE,46.0,66.64,40.50576,Fair
DEARBORN ST,MEMORIAL DR,DIXIE ST,51.0,49.495,64.09367452,Marginal
HIGHTOWER RD,ELLIOTT ST,BROWN ST,66.0,46.8,50.31380993,Marginal
COLLAND DR,ECHOTA DR,MEREDITH DR,52.0,74.9,80.83296661,Very Good
WYLIE ST,SHORT ST,ESTORIA ST,66.0,64.42,49.16436892,Fair
BROADLAND RD,BROADLAND RD,FAIRFIELD RD,52.0,72.985,75.57554715,Good
BEECH VALLEY RD,BEECH VALLEY WAY,BEECH VALLEY WAY,66.0,74.72,66.96258071,Good
ADELINE AVE,TIGER FLOWERS DR,NORTH END,65.0,98.0,89.18,Excellent
WADLEY ST,VESTA AVE,VERBENA ST,42.0,43.015,64.63663674,Marginal
LAWTON ST,CAMILLA ST,PARSONS ST,37.0,19.08,44.48019369,Very Poor
DEKALB AVE,MELL AVE,GLENDALE AVE,42.0,64.3,75.51254108,Good
WATERS RD,HAPEVILLE RD,SPRINGSIDE DR,55.0,67.875,50.04485113,Fair
LAKE AVE,EVELYN WAY,DONALD LEE HOLLOWELL PKWY,60.0,75.9,81.5311292,Very Good
ALTAVIEW DR,CLEVELAND AVE,FAIRLANE DR,48.0,15.01,51.59343161,Very Poor
WARFIELD ST,NILES AVE,RICE ST,57.0,45.83,69.35129923,Marginal
COLLIER DR,FAIRBURN RD,COLLIER CT,67.0,45.825,65.43807613,Marginal
WOODMERE DR,ELEANOR TER,MCLENDON CIR,63.0,75.98,74.27722385,Very Good
MAYSON TURNER RD NW,CARTER ST NW,CARTER ST NW,59.0,33.75,32.96129266,Poor
CLEARBROOK DR,KINGSDALE DR,OAKCREST DR,41.0,87.6,84.14348079,Excellent
GLENROSE CIR,EMPIRE BLVD,GLENROSE CT,40.0,33.105,47.52944832,Poor
WHITTINGTON CT,WHITTINGTON CT,WHITTINGTON CT,54.0,77.7,58.10775,Good
FAIRBURN AVE,PALMETTO ST,BUTNER RD,64.0,68.0,56.30033046,Fair
ARKWRIGHT PL,ERICSON ST,WHITEFOORD AVE,42.0,58.135,61.60241224,Fair
FERRIS ST,BEECHER RD,HANDLEY AVE,67.0,59.69,66.37103537,Fair
HIGHLAND TER,NORTH HIGHLAND AVE,HUMPHRIES ST,66.0,76.89,70.19592351,Good
JOHNSON RD NW,GROVE PARK PL,HABERSHAL DR NW,49.0,67.095,54.86788211,Fair
7TH ST,MYRTLE ST,PENN AVE,64.0,69.33,74.18904673,Good
ASHLAND AVE,HALE ST,EAST END,55.0,88.09,69.0717975,Very Good
PIEDMONT AVE,12TH ST,12TH ST,47.0,40.79,32.13503281,Poor
GATEWOOD CT NW,RILMAN RD NW,DEAD END,55.0,69.4,45.471,Fair
HOLLYWOOD RD,BURTZ ST,PEYTON RD,54.0,62.8,87.33066977,Good
MORNINGTON DR NW,ROCKINGHAM DR NW,ROCKINGHAM DR,51.0,43.375,37.98807862,Poor
HOWARD ST,DELANO DR,TROTTI ST,65.0,80.32,63.83496672,Good
PALATINE AVE,DELMAR AVE,EMERSON AVE,38.0,21.4,60.62257046,Poor
LOOKOUT AVE,MAIN ST,SUMMIT AVE,63.0,58.1,43.37403672,Marginal
MCMILLAN ST,CALHOUN ST,ROSALYN ST,59.0,77.62,77.19101067,Very Good
ATWOOD ST,RALPH DAVID ABERNATHY BLVD,OAK ST,65.0,49.195,44.82056024,Marginal
SPRING ST,5TH ST,BILTMORE PL,46.0,51.775,46.07497645,Marginal
FORSYTH ST,WILLIAMS ST,CARNEGIE WAY,44.0,39.41,7.67993734,Very Poor
LONGWOOD DR,LONGWOOD CT,NORTHSIDE DR,57.0,84.7,66.08775,Very Good
DEFOORS FERRY RD NW,GLENDEVEN CT NW,HYDE PARK CT NW,40.0,68.42,48.52531122,Fair
RACINE ST,SCHOOL PL,MARTIN LUTHER KING JR DR,61.0,71.92,69.40526819,Good
BAKER RIDGE DR,DUFFIELD DR,DALE CREEK DR,64.0,49.9,58.25837485,Marginal
CULPEPPER ST NW,ENGLISH ST NW,BOOTH AVE,54.0,45.785,55.42811564,Marginal
MANIGAULT ST,WEATHERBY ST,ESTEN ST,55.0,62.35,53.52995232,Fair
CORNELIA ST,EZZARD ST,EDGEWOOD AVE,55.0,48.72,73.02964394,Fair
FAIR ST,BURBANK DR,EAST END,62.0,67.485,72.49457343,Good
GOLF VIEW RD,GOLF VIEW DR,DELLWOOD DR,66.0,87.0,69.64951923,Very Good
ROXBORO RD,KENMARE HALL,ROCKHAVEN CIR,55.0,57.19,59.59747766,Fair
WADSWORTH DR,BROOKVIEW DR,RADCLIFFE DR,51.0,62.87,59.02996435,Fair
FAIRLANE DR,FAIRLANE CIR,FAIRBURN RD,45.0,68.095,70.28820458,Good
HOSEA L WILLIAMS DR,WILLOW WOOD CIR,ROSECLAIR DR,52.0,75.0,73.61593025,Good
BATTLEFIELD AVE,MERLIN AVE,MORTIMER PL,61.0,64.365,79.38290819,Good
WESSYNGTON RD NE,HIGHLAND AVE NE,CUMBERLAND RD NE,44.0,38.03,40.67482461,Poor
LOS ANGELES AVE NE,LANIER BLVD NE,LANIER BLVD NE,63.0,70.17,59.94748058,Good
LITTLE JOHN TRL,FRIAR TUCK RD,LITTLE JOHN TRL,57.0,62.72,50.39751106,Fair
ORCHARD CT,CRUMLEY ST,CRUMLEY ST,66.0,71.02,48.20799,Fair
GLENWOOD AVE SE,ALLENDALE DR SE,ASHBURTON AVE,62.0,68.71,79.46082669,Good
MCPHERSON AVE,MONUMENT AVE,EAST SIDE AVE,43.0,26.7,58.51368601,Poor
AVON AVE,PRINCESS AVE,LEE ST,66.0,62.545,68.1279678,Fair
DEFOORS FERRY RD,HILLS AVE,DEFOORS MILL DR,39.0,94.2,83.1038,Excellent
PARK AVE,BRYAN ST,WOODWARD AVE,38.0,55.65,78.33819755,Fair
CHARLES ALLEN DR,MENTELLE DR,7TH ST,59.0,63.195,49.20670685,Fair
SCOTTRIDGE DR,HARVEL DR,ELLENDALE LN,48.0,49.07,53.40120534,Marginal
HOWELL MILL RD,PEACHTREE BATTLE AVE,WEST WESLEY RD,52.0,80.9,62.05975,Good
GRIFFIN ST,NORTH AVE,DALVIGNEY ST,56.0,80.5,61.59375,Good
PINEHURST DR,EAST CEDAR LN,VENETIAN DR,62.0,44.6,54.1898359,Marginal
TUXEDO RD,WEST PACES FERRY RD,TUXEDO RD,61.0,89.4,92.51283666,Excellent
ORMEWOOD AVE,MORELAND AVE,BROWNWOOD AVE,46.0,76.0,60.62765317,Good
GRANT WAY,GRANT TER,GRANT TER,55.0,74.23,61.41959275,Good
CASCADE RD,CASCADE FALLS DR,CLEARBROOK DR,49.0,52.375,65.65749522,Fair
BISCAYNE DR NW,PEACHTREE RD NW,DEAD END,45.0,51.47,62.5796133,Fair
CORDOVA ST,TUCKER PL,MERRILL AVE,38.0,69.3,67.01378774,Good
APOLLO DR,GREEN CUP LN,NORTH END,65.0,90.5,71.49875,Very Good
DECKNER AVE,BEATIE AVE,BELMONT AVE,59.0,63.91,59.55914874,Fair
MITCHELL ST,CENTRAL AVE,WASHINGTON ST,56.0,63.35,52.30246513,Fair
NORTH AVE,SEMINOLE AVE,JULIA ST,38.0,66.3,41.97448924,Fair
LAND O LAKES DR,LAND O LAKES CT,SHELDON DR,60.0,47.535,59.74824019,Marginal
ARGONNE DR,CHATEAU DR,MOORES MILL RD,48.0,75.63,66.11331894,Good
MACON PL,MACON DR,SPRINGSIDE PL,62.0,6.975,42.75363642,Very Poor
HIGHTOWER RD,6TH ST,SPRING ST,67.0,45.2,69.1379503,Marginal
MARIETTA RD,SPRING AVE,DUPONT COMMONS DR,59.0,68.38,75.52661816,Good
WEST CONWAY DR,CONWAY VALLEY RD,GLEN DEVON DR,67.0,87.0,77.9783195,Very Good
MONROE DR,8TH ST,VIRGINIA AVE,38.0,50.3,57.6426704,Marginal
HOSEA L WILLIAMS DR,SPENCE AVE,OAKRIDGE AVE,46.0,59.1,61.31304927,Fair
PULLIAM ST,FULTON ST,ALICE ST SW,66.0,55.71,93.44944356,Good
SAINT JOSEPH AVE,6TH ST,5TH ST,59.0,66.79,56.7023463,Fair
DOLLAR MILL RD,DOLLAR MILL CT,UTOY CIR,64.0,58.3,70.26008084,Fair
ELOISE ST,ORMEWOOD AVE,ELOISE CT,44.0,53.57,42.38950497,Marginal
LITTLE JOHN TRL,FRIAR TUCK RD,LITTLE JOHN TRL,50.0,70.8,64.60473154,Good
HOLLYWOOD RD,SPINK ST,BOLTON RD,38.0,70.87,47.9600775,Fair
GRESHAM AVE,GRACEWOOD AVE,ORMEWOOD AVE,54.0,68.47,61.65513632,Good
NORWOOD RD,RACHAEL ST,LEWIS RD,64.0,59.49,59.02996435,Fair
GLENWOOD PL,PORTLAND AVE,GLENWOOD AVE,61.0,73.18,71.35868705,Good
PEEPLES ST,HOPKINS ST,PEEPLES ST,61.0,85.045,66.41769938,Very Good
CATO ST,HOLLYWOOD DR,RUTH ST,43.0,41.905,67.84345622,Marginal
LEONARDO AVE,MCLENDON AVE,MARLBROOK DR,43.0,37.4,57.52491409,Poor
COREY CENTER SE,MARTIN LUTHER KING JR DR,NORTH END,60.0,44.635,65.72355634,Marginal
WESTWOOD AVE,SHIRLEY ST,KENNOLIA DR,54.0,53.13,64.01967161,Fair
PEACHTREE BATTLE AVE,DELLWOOD DR,WOODWARD WAY,43.0,50.99,65.73300256,Fair
PAINES AVE,BANKHEAD AVE,WHEELER ST,38.0,29.775,46.49186319,Poor
BAKER RIDGE DR,KILDARE AVE,LARCHMONT DR,46.0,32.1,61.61119407,Poor
FERST DR,TECH PKWY,PONDERS AVE,66.0,90.1,69.90795,Very Good
